id_anuncio,titulo,url,categoria_olx,tipo_detalhado,tipo_url,data_anuncio_olx,data_coleta,preco_venda,area_m2,preco_m2,cidade,bairro,tipo_imovel,subtipo_imovel,quartos,banheiros,vagas,qtd_imagens,idade_anuncio_dias,preco_m2_suspeito,preco_m2_suspeito_original,area_suspeita,preco_suspeito
1448481988,Casa Duplex de Alto Padrão em Alphaville Jacuhy  Residencial 2,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-duplex-de-alto-padrao-em-alphaville-jacuhy-residencial-2-1448481988,Casas,Venda - casa em condominio fechado,casa,2026-07-05T03:10:24,2026-07-05T16:42:25,3400000,372,9139.78,Serra,Jacuhy,casa,casa_condominio,3,4,4,20,0,False,False,False,False
1381916150,Casa de Alto Padrão no Alphaville Jacuhy com 3 suites,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-de-alto-padrao-no-alphaville-jacuhy-com-3-suites-1381916150,Casas,Venda - casa em condominio fechado,casa,2026-07-05T03:10:25,2026-07-05T16:42:25,3500000,337,10385.76,Serra,Jacuhy,casa,casa_condominio,3,4,4,20,0,False,False,False,False
1407936327,Casa Alto Padrão à Venda no Alphaville Jacuhy  Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-alto-padrao-a-venda-no-alphaville-jacuhy-serra-es-1407936327,Casas,Venda - casa em condominio fechado,casa,2026-07-04T14:54:40,2026-07-05T16:43:18,3500000,350,10000.0,Serra,Jacuhy,casa,casa_condominio,4,5,,20,1,False,False,False,False
1448049401,Casa com 4 Suítes no Alphaville Jacuhy  Residencial 03,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-com-4-suites-no-alphaville-jacuhy-residencial-03-1448049401,Casas,Venda - casa em condominio fechado,casa,2026-07-05T03:10:28,2026-07-05T16:42:11,3750000,400,9375.0,Serra,Jacuhy,casa,casa_condominio,4,5,,20,0,False,False,False,False
1448482965,Casa de Alto Padrão  Condomínio Alphaville Jacuhy Residencial 1,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-de-alto-padrao-condominio-alphaville-jacuhy-residencial-1-1448482965,Casas,Venda - casa em condominio fechado,casa,2026-07-05T03:10:28,2026-07-05T16:42:11,3750000,403,9305.21,Serra,Jacuhy,casa,casa_condominio,4,5,4,20,0,False,False,False,False
1515552352,Casa de Condomínio em Jacuhy - Serra,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-de-condominio-em-jacuhy-serra-1515552352,Casas,Venda - casa em condominio fechado,casa,2026-07-04T13:30:54,2026-07-05T16:43:37,3750000,360,10416.67,Serra,Jacuhy,casa,casa_condominio,4,5,4,16,1,False,False,False,False
1486756376,Casa 4 quartos no Alphaville Jacuhy | Vista Mestre Álvaro,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-4-quartos-no-alphaville-jacuhy-vista-mestre-alvaro-1486756376,Casas,Venda - casa em rua pública,casa,2026-07-04T09:03:05,2026-07-05T16:44:09,3890000,388,10025.77,Serra,Jacuhy,casa,casa_rua_publica,4,5,2,20,1,False,False,False,False
1507547076,Belíssima Casa em Alphaville Jacuhy!,https://es.olx.com.br/norte-do-espirito-santo/imoveis/belissima-casa-em-alphaville-jacuhy-1507547076,Casas,Venda - casa em condominio fechado,casa,2026-07-05T04:43:50,2026-07-05T16:42:11,3900000,334,11676.65,Serra,Jacuhy,casa,casa_condominio,4,2,3,20,0,False,False,False,False
1515552445,Casa de Condomínio em Jacuhy - Serra,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-de-condominio-em-jacuhy-serra-1515552445,Casas,Venda - casa em condominio fechado,casa,2026-07-04T13:31:12,2026-07-05T16:43:37,3900000,825,4727.27,Serra,Jacuhy,casa,casa_condominio,4,4,4,16,1,False,False,False,False
1515452819,em Jacuhy - Serra,https://es.olx.com.br/norte-do-espirito-santo/imoveis/em-jacuhy-serra-1515452819,Casas,Venda - casa em rua pública,casa,2026-07-04T01:29:45,2026-07-05T16:44:39,3900000,426,9154.93,Serra,Jacuhy,casa,casa_rua_publica,4,4,4,20,1,False,False,False,False
1515702503,Alphaville Jacuhy: Casa Moderna com 5 Suítes e Espaço Gourmet  Serra  ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/alphaville-jacuhy-casa-moderna-com-5-suites-e-espaco-gourmet-serra-es-1515702503,Casas,Venda - casa em rua pública,casa,2026-07-05T11:48:22,2026-07-05T16:41:36,4499992,450,9999.98,Serra,Jacuhy,casa,casa_rua_publica,5,5,3,20,0,False,False,False,False
1436538259,Linda mansão no condomínio Alphaville Jacuhy - 4 suites com closet,https://es.olx.com.br/norte-do-espirito-santo/imoveis/linda-mansao-no-condominio-alphaville-jacuhy-4-suites-com-closet-1436538259,Casas,Venda - casa em condominio fechado,casa,2026-07-04T03:14:59,2026-07-05T16:44:24,4500000,492,9146.34,Serra,Jacuhy,casa,casa_condominio,4,5,,13,1,False,False,False,False
1515566282,Seu Refúgio em Serra: Mansão com Design Moderno no Alphaville Jacuhy,https://es.olx.com.br/norte-do-espirito-santo/imoveis/seu-refugio-em-serra-mansao-com-design-moderno-no-alphaville-jacuhy-1515566282,Casas,Venda - casa em rua pública,casa,2026-07-04T14:40:49,2026-07-05T16:43:18,4500001,450,10000.0,Serra,Jacuhy,casa,casa_rua_publica,5,5,3,20,1,False,False,False,False
1515472287,Jacuhy: Casa de Alto Padrão com Lazer Completo e Segurança 24h  Serra  ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/jacuhy-casa-de-alto-padrao-com-lazer-completo-e-seguranca-24h-serra-es-1515472287,Casas,Venda - casa em rua pública,casa,2026-07-04T04:39:28,2026-07-05T16:44:24,4500005,450,10000.01,Serra,Jacuhy,casa,casa_rua_publica,5,5,3,20,1,False,False,False,False
1515658866,"Oportunidade Única: Casa de Alto Padrão em Jacuhy, Serra  ES",https://es.olx.com.br/norte-do-espirito-santo/imoveis/oportunidade-unica-casa-de-alto-padrao-em-jacuhy-serra-es-1515658866,Casas,Venda - casa em rua pública,casa,2026-07-05T01:53:24,2026-07-05T16:42:25,4500006,450,10000.01,Serra,Jacuhy,casa,casa_rua_publica,5,5,3,20,0,False,False,False,False
1448508719,Casas 3 quartos Jardim Atlântico em Jacaraipe duas quadras da Praia,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casas-3-quartos-jardim-atlantico-em-jacaraipe-duas-quadras-da-praia-1448508719,Casas,Venda - casa em rua pública,casa,2026-07-05T03:10:28,2026-07-05T16:42:11,599000,126,4753.97,Serra,Jardim Atlântico,casa,casa_rua_publica,3,2,,20,0,False,False,False,False
1482458656,Casa à venda em Jardim Atlântico - Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-a-venda-em-jardim-atlantico-serra-es-1482458656,Casas,Venda - casa em rua pública,casa,2026-07-04T04:19:34,2026-07-05T16:44:24,670000,114,5877.19,Serra,Jardim Atlântico,casa,casa_rua_publica,3,3,2,16,1,False,False,False,False
1515363281,"Imóvel à venda com 100m² e 2 quartos em Jardim Atlantico, Jacaraipe",https://es.olx.com.br/norte-do-espirito-santo/imoveis/imovel-a-venda-com-100m-e-2-quartos-em-jardim-atlantico-jacaraipe-1515363281,Casas,Venda - casa em rua pública,casa,2026-07-03T16:57:45,2026-07-05T16:45:08,670000,100,6700.0,Serra,Jardim Atlântico,casa,casa_rua_publica,3,2,2,20,1,False,False,False,False
1515362929,Imóvel à venda com 3 quartos e suíte em Jardim Atlantica,https://es.olx.com.br/norte-do-espirito-santo/imoveis/imovel-a-venda-com-3-quartos-e-suite-em-jardim-atlantica-1515362929,Casas,Venda - casa em rua pública,casa,2026-07-03T16:54:46,2026-07-05T16:45:08,670000,100,6700.0,Serra,Jardim Atlântico,casa,casa_rua_publica,3,2,2,20,1,False,False,False,False
1497815419,Casa à venda em Jardim Atlântico  Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-a-venda-em-jardim-atlantico-serra-es-1497815419,Casas,Venda - casa em rua pública,casa,2026-07-04T03:05:03,2026-07-05T16:44:39,680000,140,4857.14,Serra,Jardim Atlântico,casa,casa_rua_publica,3,2,3,16,1,False,False,False,False
1496505054,Casa à venda em Jardim Atlântico - Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-a-venda-em-jardim-atlantico-serra-es-1496505054,Casas,Venda - casa em rua pública,casa,2026-07-05T00:05:03,2026-07-05T16:42:25,800000,397,2015.11,Serra,Jardim Atlântico,casa,casa_rua_publica,5,4,1,18,0,False,False,False,False
1491249305,CASA 5 QUARTOS JARDIM ATLÂNTICO/ JACARAIPE  PORTEIRA FECHADA!,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-5-quartos-jardim-atlantico-jacaraipe-porteira-fechada-1491249305,Casas,Venda - casa em rua pública,casa,2026-07-04T03:05:02,2026-07-05T16:44:39,800000,180,4444.44,Serra,Jardim Atlântico,casa,casa_rua_publica,5,3,3,20,1,False,False,False,False
1451944015,Casa à venda em Jacaraípe - Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-a-venda-em-jacaraipe-serra-es-1451944015,Casas,Venda - casa em rua pública,casa,2026-07-05T06:58:09,2026-07-05T16:42:11,1600000,50,32000.0,Serra,Jardim Atlântico,casa,casa_rua_publica,1,1,1,3,0,True,False,False,False
1428608036,Casa à venda em Lagoa de Jacaraípe - Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-a-venda-em-lagoa-de-jacaraipe-serra-es-1428608036,Casas,Venda - casa em rua pública,casa,2026-07-05T12:09:27,2026-07-05T16:41:23,550000,160,3437.5,Serra,Lagoa de Jacaraípe,casa,casa_rua_publica,2,4,4,18,0,False,False,False,False
1458539286,Casa à venda em Enseada de Jacaraipe - Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-a-venda-em-enseada-de-jacaraipe-serra-es-1458539286,Casas,Venda - casa em rua pública,casa,2026-07-05T06:58:11,2026-07-05T16:42:11,310000,330,939.39,Serra,Manguinhos,casa,casa_rua_publica,2,1,1,11,0,False,True,False,False
1515552273,"Casa à Venda em Manguinhos, Serra: 3 Quartos, 2 Suítes, 131m²",https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-a-venda-em-manguinhos-serra-3-quartos-2-suites-131m-1515552273,Casas,Venda - casa em rua pública,casa,2026-07-04T13:30:39,2026-07-05T16:43:37,830000,131,6335.88,Serra,Manguinhos,casa,casa_rua_publica,3,3,2,20,1,False,False,False,False
1494140088,Casa à venda em Manguinhos - Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-a-venda-em-manguinhos-serra-es-1494140088,Casas,Venda - casa em rua pública,casa,2026-07-03T22:56:47,2026-07-05T16:44:52,830000,127,6535.43,Serra,Manguinhos,casa,casa_rua_publica,3,3,2,15,1,False,False,False,False
1440070410,Casa à venda em Manguinhos - Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-a-venda-em-manguinhos-serra-es-1440070410,Casas,Venda - casa em rua pública,casa,2026-07-05T12:08:55,2026-07-05T16:41:36,874868,112,7811.32,Serra,Manguinhos,casa,casa_rua_publica,3,1,1,20,0,False,False,False,False
1515486596,Lindíssima casa duplex 3 quartos com 2 suítes em Manguinhos,https://es.olx.com.br/norte-do-espirito-santo/imoveis/lindissima-casa-duplex-3-quartos-com-2-suites-em-manguinhos-1515486596,Casas,Venda - casa em rua pública,casa,2026-07-04T08:02:42,2026-07-05T16:44:09,890000,135,6592.59,Serra,Manguinhos,casa,casa_rua_publica,3,2,1,7,1,False,False,False,False
1515476398,Casa Duplex em Manguinhos: Ideal para Quem Busca Conforto e Praticidade,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-duplex-em-manguinhos-ideal-para-quem-busca-conforto-e-praticidade-1515476398,Casas,Venda - casa em rua pública,casa,2026-07-04T05:52:44,2026-07-05T16:44:24,950000,144,6597.22,Serra,Manguinhos,casa,casa_rua_publica,3,3,2,5,1,False,False,False,False
1515580704,Oportunidade em Manguinhos: Casa Duplex com 3 Suítes e Acabamento Superior,https://es.olx.com.br/norte-do-espirito-santo/imoveis/oportunidade-em-manguinhos-casa-duplex-com-3-suites-e-acabamento-superior-1515580704,Casas,Venda - casa em rua pública,casa,2026-07-04T15:58:46,2026-07-05T16:43:01,950003,144,6597.24,Serra,Manguinhos,casa,casa_rua_publica,3,3,2,5,1,False,False,False,False
1515713207,Exclusiva Casa Duplex em Manguinhos: 3 Suítes e Quintal Privativo,https://es.olx.com.br/norte-do-espirito-santo/imoveis/exclusiva-casa-duplex-em-manguinhos-3-suites-e-quintal-privativo-1515713207,Casas,Venda - casa em rua pública,casa,2026-07-05T12:54:07,2026-07-05T16:41:23,950004,144,6597.25,Serra,Manguinhos,casa,casa_rua_publica,3,3,2,5,0,False,False,False,False
1488681582,Excelente Casa de Alto Padrão com 3 Suítes no Yahoo Residence - Manguinhos,https://es.olx.com.br/norte-do-espirito-santo/imoveis/excelente-casa-de-alto-padrao-com-3-suites-no-yahoo-residence-manguinhos-1488681582,Casas,Venda - casa em rua pública,casa,2026-07-04T14:54:35,2026-07-05T16:43:18,980000,144,6805.56,Serra,Manguinhos,casa,casa_rua_publica,3,4,2,10,1,False,False,False,False
1515500956,Residencial Yahoo  Duplex Alto Padrão com 3 suítes  Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/residencial-yahoo-duplex-alto-padrao-com-3-suites-serra-es-1515500956,Casas,Venda - casa em rua pública,casa,2026-07-04T09:35:23,2026-07-05T16:44:09,988998,130,7607.68,Serra,Manguinhos,casa,casa_rua_publica,3,3,2,10,1,False,False,False,False
1515617445,Residencial Yahoo  Duplex Alto Padrão com 3 suítes  Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/residencial-yahoo-duplex-alto-padrao-com-3-suites-serra-es-1515617445,Casas,Venda - casa em rua pública,casa,2026-07-04T19:47:24,2026-07-05T16:43:01,989002,130,7607.71,Serra,Manguinhos,casa,casa_rua_publica,3,3,2,9,0,False,False,False,False
1515426567,Residencial Yahoo  Duplex Alto Padrão com 3 suítes  Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/residencial-yahoo-duplex-alto-padrao-com-3-suites-serra-es-1515426567,Casas,Venda - casa em rua pública,casa,2026-07-03T22:38:33,2026-07-05T16:44:52,989003,130,7607.72,Serra,Manguinhos,casa,casa_rua_publica,3,3,2,11,1,False,False,False,False
1515480537,Casa com 3 Quartos em Manguinhos - Ideal para Sua Família,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-com-3-quartos-em-manguinhos-ideal-para-sua-familia-1515480537,Casas,Venda - casa em rua pública,casa,2026-07-04T06:38:22,2026-07-05T16:44:24,1099998,134,8208.94,Serra,Manguinhos,casa,casa_rua_publica,3,2,1,8,1,False,False,False,False
1515589573,Seu Novo Lar em Manguinhos: Casa Duplex com Piscina ou Hidromassagem,https://es.olx.com.br/norte-do-espirito-santo/imoveis/seu-novo-lar-em-manguinhos-casa-duplex-com-piscina-ou-hidromassagem-1515589573,Casas,Venda - casa em rua pública,casa,2026-07-04T16:45:29,2026-07-05T16:43:01,1100000,134,8208.96,Serra,Manguinhos,casa,casa_rua_publica,3,2,1,9,0,False,False,False,False
1515720581,Seu Novo Lar em Manguinhos: Casa Duplex com Piscina ou Hidromassagem,https://es.olx.com.br/norte-do-espirito-santo/imoveis/seu-novo-lar-em-manguinhos-casa-duplex-com-piscina-ou-hidromassagem-1515720581,Casas,Venda - casa em rua pública,casa,2026-07-05T13:36:28,2026-07-05T16:41:23,1100008,134,8209.01,Serra,Manguinhos,casa,casa_rua_publica,3,2,1,9,0,False,False,False,False
1515662238,Venha Conhecer Esta Casa em Manguinhos - Conforto e Estilo Garantidos,https://es.olx.com.br/norte-do-espirito-santo/imoveis/venha-conhecer-esta-casa-em-manguinhos-conforto-e-estilo-garantidos-1515662238,Casas,Venda - casa em rua pública,casa,2026-07-05T03:44:42,2026-07-05T16:42:11,1100008,134,8209.01,Serra,Manguinhos,casa,casa_rua_publica,3,2,1,9,0,False,False,False,False
1515397137,Manguinhos Espera por Você: Casa com Suíte e Fachada Imponente,https://es.olx.com.br/norte-do-espirito-santo/imoveis/manguinhos-espera-por-voce-casa-com-suite-e-fachada-imponente-1515397137,Casas,Venda - casa em rua pública,casa,2026-07-03T19:30:25,2026-07-05T16:45:08,1100009,134,8209.02,Serra,Manguinhos,casa,casa_rua_publica,3,2,1,8,1,False,False,False,False
1403898602,Casa à venda em Manguinhos - Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-a-venda-em-manguinhos-serra-es-1403898602,Casas,Venda - casa em rua pública,casa,2026-07-05T00:04:57,2026-07-05T16:42:25,1150000,360,3194.44,Serra,Manguinhos,casa,casa_rua_publica,3,3,2,20,0,False,False,False,False
1469200933,Casa à venda em Manguinhos - Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-a-venda-em-manguinhos-serra-es-1469200933,Casas,Venda - casa em rua pública,casa,2026-07-04T16:04:13,2026-07-05T16:43:01,1180000,160,7375.0,Serra,Manguinhos,casa,casa_rua_publica,3,3,2,20,1,False,False,False,False
1448049388,"Casa Duplex de Alto Padrão à Venda  Yahoo Residence, Manguinhos  Serra/ES",https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-duplex-de-alto-padrao-a-venda-yahoo-residence-manguinhos-serra-es-1448049388,Casas,Venda - casa em rua pública,casa,2026-07-03T22:11:48,2026-07-05T16:44:52,1180000,160,7375.0,Serra,Manguinhos,casa,casa_rua_publica,3,2,,20,1,False,False,False,False
1511337715,Casa à venda em Manguinhos - Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-a-venda-em-manguinhos-serra-es-1511337715,Casas,Venda - casa em rua pública,casa,2026-07-05T00:04:50,2026-07-05T16:42:25,1200000,140,8571.43,Serra,Manguinhos,casa,casa_rua_publica,3,3,2,8,0,False,False,False,False
1511337678,Casa à venda em Manguinhos - Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-a-venda-em-manguinhos-serra-es-1511337678,Casas,Venda - casa em rua pública,casa,2026-07-05T12:08:58,2026-07-05T16:41:36,1299000,179,7256.98,Serra,Manguinhos,casa,casa_rua_publica,3,3,3,19,0,False,False,False,False
1442717674,Casa à venda em Manguinhos - Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-a-venda-em-manguinhos-serra-es-1442717674,Casas,Venda - casa em rua pública,casa,2026-07-04T04:14:10,2026-07-05T16:44:24,1300000,170,7647.06,Serra,Manguinhos,casa,casa_rua_publica,3,4,3,12,1,False,False,False,False
1515539892,Exclusiva Casa em Manguinhos  Ideal para Famílias que Buscam Conforto,https://es.olx.com.br/norte-do-espirito-santo/imoveis/exclusiva-casa-em-manguinhos-ideal-para-familias-que-buscam-conforto-1515539892,Casas,Venda - casa em rua pública,casa,2026-07-04T12:34:47,2026-07-05T16:43:56,1349998,168,8035.7,Serra,Manguinhos,casa,casa_rua_publica,3,2,2,19,1,False,False,False,False
1478673427,Casa à venda em Manguinhos - Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-a-venda-em-manguinhos-serra-es-1478673427,Casas,Venda - casa em rua pública,casa,2026-07-05T12:09:24,2026-07-05T16:41:23,1350000,168,8035.71,Serra,Manguinhos,casa,casa_rua_publica,3,3,2,13,0,False,False,False,False
1490488206,Casa Duplex de Alto Padrão  Residencial Yahoo | Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-duplex-de-alto-padrao-residencial-yahoo-serra-es-1490488206,Casas,Venda - casa em rua pública,casa,2026-07-05T03:10:27,2026-07-05T16:42:25,1350000,170,7941.18,Serra,Manguinhos,casa,casa_rua_publica,3,3,2,20,0,False,False,False,False
1515680552,Casa de Alto Padrão em Manguinhos  Tranquilidade e Segurança para sua Família,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-de-alto-padrao-em-manguinhos-tranquilidade-e-seguranca-para-sua-familia-1515680552,Casas,Venda - casa em rua pública,casa,2026-07-05T09:26:48,2026-07-05T16:41:53,1350009,168,8035.77,Serra,Manguinhos,casa,casa_rua_publica,3,2,2,17,0,False,False,False,False
1503687721,"Casa à venda por R$ 1.400.000,00 em Manguinhos  Serra/ES",https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-a-venda-por-r-1-400-000-00-em-manguinhos-serra-es-1503687721,Casas,Venda - casa em rua pública,casa,2026-07-05T12:08:37,2026-07-05T16:41:36,1400000,150,9333.33,Serra,Manguinhos,casa,casa_rua_publica,3,3,1,20,0,False,False,False,False
1411373083,Casa à venda em Manguinhos - Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-a-venda-em-manguinhos-serra-es-1411373083,Casas,Venda - casa em rua pública,casa,2026-07-05T12:08:46,2026-07-05T16:41:36,1600000,170,9411.76,Serra,Manguinhos,casa,casa_rua_publica,2,1,2,20,0,False,False,False,False
1360554620,Casa Linear Residencial Yahoo 3 suítes - Manguinhos/Serra,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-linear-residencial-yahoo-3-suites-manguinhos-serra-1360554620,Casas,Venda - casa em rua pública,casa,2026-07-05T03:10:26,2026-07-05T16:42:25,1750000,210,8333.33,Serra,Manguinhos,casa,casa_rua_publica,3,5,4,20,0,False,False,False,False
1428460748,Casa à venda em Manguinhos - Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-a-venda-em-manguinhos-serra-es-1428460748,Casas,Venda - casa em rua pública,casa,2026-07-04T16:04:06,2026-07-05T16:43:01,1750000,210,8333.33,Serra,Manguinhos,casa,casa_rua_publica,3,4,4,19,1,False,False,False,False
1515420549,Exclusiva Casa em Manguinhos - Ideal para Famílias Modernas,https://es.olx.com.br/norte-do-espirito-santo/imoveis/exclusiva-casa-em-manguinhos-ideal-para-familias-modernas-1515420549,Casas,Venda - casa em rua pública,casa,2026-07-03T21:59:26,2026-07-05T16:44:52,1750000,210,8333.33,Serra,Manguinhos,casa,casa_rua_publica,3,3,4,17,1,False,False,False,False
1515494970,Oportunidade Única: Casa Linear em Manguinhos com 3 Suítes,https://es.olx.com.br/norte-do-espirito-santo/imoveis/oportunidade-unica-casa-linear-em-manguinhos-com-3-suites-1515494970,Casas,Venda - casa em rua pública,casa,2026-07-04T08:57:33,2026-07-05T16:44:09,1750006,210,8333.36,Serra,Manguinhos,casa,casa_rua_publica,3,3,4,19,1,False,False,False,False
1386198519,Condomínio Arquipélago de Manguinhos casa 4 quartos com 3 suítes,https://es.olx.com.br/norte-do-espirito-santo/imoveis/condominio-arquipelago-de-manguinhos-casa-4-quartos-com-3-suites-1386198519,Casas,Venda - casa em condominio fechado,casa,2026-07-05T03:10:25,2026-07-05T16:42:25,1990000,299,6655.52,Serra,Manguinhos,casa,casa_condominio,4,5,,20,0,False,False,False,False
1474959996,Casa Duplex à Venda na Praia de Manguinhos | Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-duplex-a-venda-na-praia-de-manguinhos-serra-es-1474959996,Casas,Venda - casa em rua pública,casa,2026-07-03T22:12:29,2026-07-05T16:44:52,2280000,300,7600.0,Serra,Manguinhos,casa,casa_rua_publica,4,4,5,20,1,False,False,False,False
1507225666,Casa Linear com 416m² em Condomínio Fechado Manguinhos na Serra!,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-linear-com-416m-em-condominio-fechado-manguinhos-na-serra-1507225666,Casas,Venda - casa em rua pública,casa,2026-07-05T06:19:49,2026-07-05T16:42:11,2450000,416,5889.42,Serra,Manguinhos,casa,casa_rua_publica,4,4,4,20,0,False,False,False,False
1474959287,Casa Linear à Venda no Condomínio Arquipélago de Manguinhos | Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-linear-a-venda-no-condominio-arquipelago-de-manguinhos-serra-es-1474959287,Casas,Venda - casa em condominio fechado,casa,2026-07-05T03:10:28,2026-07-05T16:42:11,2450000,258,9496.12,Serra,Manguinhos,casa,casa_condominio,4,4,4,20,0,False,False,False,False
1480442846,Casa Linear à Venda  Condomínio Arquipélago de Manguinhos | Porteira Fechada,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-linear-a-venda-condominio-arquipelago-de-manguinhos-porteira-fechada-1480442846,Casas,Venda - casa em condominio fechado,casa,2026-07-04T14:54:40,2026-07-05T16:43:18,2700000,195,13846.15,Serra,Manguinhos,casa,casa_condominio,4,3,4,20,1,False,False,False,False
1448049391,Casa Exclusiva no Arquipélago de Manguinhos  Alto Padrão e Conforto em Meio à Natureza,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-exclusiva-no-arquipelago-de-manguinhos-alto-padrao-e-conforto-em-meio-a-natureza-1448049391,Casas,Venda - casa em condominio fechado,casa,2026-07-05T03:10:24,2026-07-05T16:42:25,2770000,450,6155.56,Serra,Manguinhos,casa,casa_condominio,3,3,,20,0,False,False,False,False
1515452745,"Casa em Manguinhos, Serra: 4 Dormitórios e 2 Suítes",https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-em-manguinhos-serra-4-dormitorios-e-2-suites-1515452745,Casas,Venda - casa em rua pública,casa,2026-07-04T01:29:32,2026-07-05T16:44:39,2800000,480,5833.33,Serra,Manguinhos,casa,casa_rua_publica,4,5,4,20,1,False,False,False,False
1483608491,Casa à venda em Manguinhos - Serra/ES,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-a-venda-em-manguinhos-serra-es-1483608491,Casas,Venda - casa em rua pública,casa,2026-07-05T12:08:47,2026-07-05T16:41:36,2850000,262,10877.86,Serra,Manguinhos,casa,casa_rua_publica,3,1,4,17,0,False,False,False,False
1343476764,Casa no Arquipélago de Manguinhos,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-no-arquipelago-de-manguinhos-1343476764,Casas,Venda - casa em condominio fechado,casa,2026-07-05T03:10:28,2026-07-05T16:42:11,2950000,361,8171.75,Serra,Manguinhos,casa,casa_condominio,3,4,2,10,0,False,False,False,False
1483119020,DUPLEX DE ALTO PADRÃO 4 QUARTOS NO ARQUIPÉLAGO DE MANGUINHOS,https://es.olx.com.br/norte-do-espirito-santo/imoveis/duplex-de-alto-padrao-4-quartos-no-arquipelago-de-manguinhos-1483119020,Casas,Venda - casa em condominio fechado,casa,2026-07-04T14:54:36,2026-07-05T16:43:18,2950000,278,10611.51,Serra,Manguinhos,casa,casa_condominio,4,3,4,20,1,False,False,False,False
1342354785,Casa Linear de Alto Padrão no Condomínio Arquipélago de Manguinhos,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-linear-de-alto-padrao-no-condominio-arquipelago-de-manguinhos-1342354785,Casas,Venda - casa em condominio fechado,casa,2026-07-05T14:59:37,2026-07-05T16:41:23,2955000,300,9850.0,Serra,Manguinhos,casa,casa_condominio,4,5,,16,0,False,False,False,False
1448481881,Casa Linear no Arquipélago de Manguinhos,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-linear-no-arquipelago-de-manguinhos-1448481881,Casas,Venda - casa em condominio fechado,casa,2026-07-04T14:54:36,2026-07-05T16:43:18,2955000,300,9850.0,Serra,Manguinhos,casa,casa_condominio,4,5,,20,1,False,False,False,False
1401109391,Casa 4 Suítes  Condomínio Arquipélago de Manguinhos,https://es.olx.com.br/norte-do-espirito-santo/imoveis/casa-4-suites-condominio-arquipelago-de-manguinhos-1401109391,Casas,Venda - casa em condominio fechado,casa,2026-07-05T03:10:21,2026-07-05T16:42:25,3200000,264,12121.21,Serra,Manguinhos,casa,casa_condominio,4,5,,11,0,False,False,False,False
